SubjectNumber,Gender,Age,Site,BirthState,Occupation,Education,NumberOfChildren,Fitness,CarMake,CarYear,CarModel,Race,ReportedHeight,ReportedWeight,MaritalStatus,FamilyIncome,ShoeSize,JacketSize,PantsSizeWaist,PantsSizeInseam,BlouseSize,PantsSizeWoman,BraSize,AcromialHeight_Sitting,AnkleCircumference,Spine_to_Shoulder,Spine_to_Elbow,ArmLength_SpineToWrist,ArmLength_ShoulderToWrist,ArmLength_ShoulderToElbow,ArmscyeCircumference_ScyeCircOverAcromion,BizygomaticBreadth,ChestCircumference,Bust_ChestCircumferenceUnderBust,Buttock_KneeLength,ChestGirthAtScye_ChestCircumferenceAtScye,CrotchHeight,ElbowHeight_Sitting,EyeHeight_Sitting,FaceLength,FootLength,HandCircumference,HandLength,HeadBreadth,HeadCircumference,HeadLength,HipBreadth_Sitting,HipCircumference_Maximum,HipCircMaxHeight,KneeHeight,NeckBaseCircumference,ShoulderBreadth,SittingHeight,Stature,SubscapularSkinfold,ThighCircumference,ThighCircumferenceMaxSitting,ThumbTipReach,TTR1,TTR2,TTR3,TricepsSkinfold,TotalCrotchLength_CrotchLength,VerticalTrunkCircumference,WaistCircumference_Pref,WaistFrontLength,WaistHeight_Preferred,Weight,Var1,Var2,Var3,CupSize
2006,Male,40,Minneapolis MN,Midwest,White Collar,14,2,5,Economy,1991,Non-sedan,White,1752.6,92.97052154,Married,52500,10.5,48,38,33,NaN,NaN,NaN,594,276,235,577,872,637,342,488,152,1120,NaN,653,1105,821,219,774,134,289,234,216,158,577,194,413,1079,916,584,486,528,894,1765,20,625,619,835,838,833,834,7,694,1778,985,482,1063,92.97052154,0.346507132,-0.290642917,0,NaN
2007,Female,47,Minneapolis MN,Midwest,Service,14,2,2.5,Economy,1998,Non-sedan,White,1600.2,57.14285714,Married,52500,7,NaN,NaN,NaN,12,10,36,562,231,198,511,771,573,313,369,134,848,754,558,861,724,217,728,108,233,182,180,147,540,184,394,1025,746,504,408,424,853,1601,9,579,570,726.6,724,727,729,14,678,1495,711,347,977,58.04988662,-0.192488819,0.057514962,-0.068769991,1
2008,Female,58,Minneapolis MN,Foreign,White Collar,14,1,10,Economy,1992,<undefined>,White,1574.8,69.84126984,Married,70000,7.5,NaN,NaN,NaN,14,13,36,525,242,195,510,782,587,315,399,137,993,847,584,959,728,180,709,110,238,177,185,146,542,184,394,1067,899,499,416,439,807,1586,28,615,600,750.3,760,755,736,26,720,1559,797,336,1005,71.20181406,-0.492797047,0.344625384,-1.056995153,2
2009,Female,28,Minneapolis MN,Midwest,,16,1,5,Economy,1999,Non-sedan,White,1676.4,59.86394558,Married,52500,8,NaN,NaN,NaN,10,8,36,530,221,196,493,771,575,297,383,127,962,737,583,939,763,199,744,116,231,192,192,136,554,188,356,967,814,514,437,439,849,1656,15,516,511,773,770,770,779,8,637,1509,770,406,1005,60.09070295,-0.193010017,-0.502394915,0.294094592,4
2010,Male,34,Minneapolis MN,Midwest,White Collar,14,0,2.5,<undefined>,NaN,<undefined>,Black,1727.2,65.75963719,Divorced/Widowed,25000,10.5,42,31,31,NaN,NaN,NaN,556,267,203,541,838,635,338,409,138,932,NaN,621,974,806,193,757,126,279,193,200,142,543,187,337,924,883,549,474,466,873,1736,7,542,532,779,782,776,779,4,638,1657,788,443,1032,65.75963719,-0.539188981,-0.727066696,0,NaN
2011,Female,29,Minneapolis MN,Midwest,,18,0,5,Economy,1995,Sedan,White,1701.8,58.9569161,Married,70000,7.5,NaN,NaN,NaN,6,8,34,581,227,205,517,766,561,312,355,123,885,728,595,861,773,247,779,104,238,173,177,141,523,182,397,1010,807,506,442,433,897,1681,22,567,564,757.6,748,764,761,22,700,1535,702,367,1046,57.59637188,0.746820331,-0.593125224,-0.401396006,3
2012,Female,56,Minneapolis MN,Northeast,,18,3,0.5,Economy,1995,<undefined>,White,1778,71.20181406,Married,150000,10,NaN,NaN,NaN,12,12,36,587,252,218,527,805,587,309,407,142,984,824,602,963,806,252,802,109,253,199,194,152,558,187,384,985,899,559,476,451,923,1758,28,562,540,803,801,809,799,24,733,1607,816,346,1099,70.97505669,1.538097739,-0.337860256,-0.594392419,4
2013,Female,36,Minneapolis MN,South,,12,5,0.5,<undefined>,NaN,<undefined>,Black,1524,59.86394558,Single,25000,6,NaN,NaN,NaN,8,10,32,517,225,186,465,729,543,279,338,134,836,748,555,844,674,223,719,115,231,182,170,141,527,178,371,963,710,476,461,394,821,1517,13,558,534,682,699,681,666,16,704,1506,731,349,941,54.19501134,-1.574409604,-0.134911358,0.139622167,3
2014,Male,52,Minneapolis MN,Foreign,White Collar,21,4,2.5,Economy,1992,Non-sedan,Asian,1778,68.93424036,Married,NaN,9.5,36,32,30,NaN,NaN,NaN,552,257,169,513,799,630,344,423,142,848,NaN,633,916,796,182,780,133,263,195,199,160,567,187,366,988,897,545,467,446,886,1756,12.9,572,568,823.6,819,826,826,9,680,1640,823,397,1052,68.93424036,-1.036020875,-0.893637598,0,NaN
2015,Female,49,Minneapolis MN,Midwest,Blue Collar,14,4,2.5,Economy,1994,Non-sedan,White,1752.6,65.75963719,Married,150000,10,NaN,NaN,NaN,10,10,36,565,259,188,499,789,601,311,378,141,912,735,602,871,799,223,802,115,259,182,194,156,573,191,391,1044,865,549,397,393,909,1753,18.5,572,577,786,780,786,792,23.5,715,1561,740,347,1078,66.4399093,1.312203765,-0.903452873,-0.770984054,3
2016,Female,49,Minneapolis MN,Midwest,Service,16,0,5,Economy,1995,Sedan,White,1612.9,48.5260771,Divorced/Widowed,37500,8,NaN,NaN,NaN,4,6,34,569,230,187,498,769,582,311,341,130,812,685,550,795,711,235,766,117,232,186,180,142,535,186,361,941,766,477,371,396,870,1611,9,510,523,722.6,723,727,718,15,652,1485,617,364,982,49.65986395,-0.593687177,-0.349435598,-0.855849147,2
2017,Female,53,Minneapolis MN,Midwest,White Collar,18,0,5,Economy,1990,Non-sedan,White,1689.1,68.02721088,Married,70000,8,NaN,NaN,NaN,12,12,36,604,227,202,518,768,566,316,375,132,938,812,572,924,739,273,808,123,234,162,180,144,552,189,366,1012,895,505,405,432,920,1696,20,562,569,730,732,727,731,21.5,733,1639,804,373,1019,67.57369615,0.641522586,-0.392785728,-0.182388082,3
2018,Female,30,Minneapolis MN,Midwest,Service,16,0,10,Economy,1995,Sedan,White,1701.8,64.39909297,Single,37500,8.5,NaN,NaN,NaN,8,6,34,593,264,214,529,812,598,315,363,134,845,736,565,853,785,251,801,115,242,196,198,147,558,191,376,990,851,529,442,426,909,1704,8,587,586,745.6,741,750,746,12.5,628,1553,724,411,1027,63.94557823,0.631100595,-0.753643513,-1.20909512,2
2019,Female,28,Minneapolis MN,Midwest,Service,14,0,8,Economy,1995,Sedan,White,1625.6,62.58503401,Married,70000,7.5,NaN,NaN,NaN,10,10,34,556,228,176,497,766,590,321,396,126,933,741,580,943,760,222,741,115,234,172,177,145,565,197,401,1052,806,495,410,435,856,1620,23,601,596,707.6,710,708,705,23,592,1482,754,398,973,63.94557823,-0.17064935,-0.02024599,-0.109622121,2
2020,Female,36,Minneapolis MN,Midwest,Blue Collar,14,2,2.5,Economy,1993,Sedan,White,1574.8,58.9569161,Married,52500,8,NaN,NaN,NaN,8,8,34,537,226,194,471,722,528,277,356,124,850,712,555,831,712,230,728,121,224,188,181,142,551,188,389,999,734,471,423,408,842,1558,10,560,564,711,698,734,701,15,684,1448,660,315,960,57.59637188,-1.689421654,-0.202519268,3.049860477,2
2021,Female,28,Minneapolis MN,Midwest,White Collar,21,0,5,Luxury,1989,Sedan,White,1612.9,61.67800454,Single,37500,8,NaN,NaN,NaN,10,10,36,538,230,204,506,781,577,302,415,120,910,690,574,882,754,208,734,114,242,182,180,139,558,198,401,1018,792,512,441,423,848,1615,16,591,584,724,730,729,713,25,666,1491,699,361,1007,61.9047619,-0.112476379,-0.469235033,-0.52876991,5
2022,Female,54,Minneapolis MN,Midwest,White Collar,16,2,8,Economy,1997,Sedan,White,1778,77.09750567,Married,150000,10,NaN,NaN,NaN,14,16,38,554,242,194,525,828,634,331,393,125,1030,853,638,975,850,195,802,120,254,184,196,145,538,184,401,1057,887,551,461,454,902,1763,22,591,560,812,812,822,802,25,711,1580,888,368,1097,75.28344671,1.598355412,-0.505092919,0.630933702,3
2023,Female,48,Minneapolis MN,Northeast,Management,18,0,2.5,Economy,1997,Sedan,White,1625.6,52.15419501,Single,70000,9,NaN,NaN,NaN,6,6,34,597,231,180,502,767,587,322,338,134,860,743,539,832,695,244,774,115,251,194,190,151,522,169,404,963,718,483,431,407,883,1611,9,523,517,738.3,728,738,749,12,618,1539,693,403,957,51.70068027,0.091418691,-0.547996163,-0.341022402,1
2024,Female,58,Minneapolis MN,Midwest,,12,3,2.5,Economy,1989,Sedan,White,1651,65.30612245,Married,25000,8.5,NaN,NaN,NaN,12,14,36,558,247,203,501,784,581,298,385,137,880,779,598,858,753,216,755,122,237,189,185,144,556,191,407,1068,784,529,443,431,859,1637,19,626,615,786,788,782,788,20,756,1542,768,297,1045,66.21315193,0.647308171,0.240707323,1.798959255,2
2025,Female,52,Minneapolis MN,Midwest,White Collar,14,3,0.5,Economy,1992,Sedan,White,1574.8,65.75963719,Married,NaN,8.5,NaN,NaN,NaN,14,14,34,545,240,175,484,737,562,309,455,137,963,826,560,987,689,218,746,113,240,182,171,152,568,195,335,933,783,477,457,455,846,1577,30,552,540,694.3,684,704,695,23,696,1589,888,402,945,64.1723356,-0.999685943,0.669258416,-1.063557625,1
2026,Female,22,Minneapolis MN,Midwest,Service,16,0,10,Economy,1998,Sedan,White,1600.2,63.49206349,Single,NaN,8.5,NaN,NaN,NaN,8,7,34,563,247,193,485,741,548,292,390,134,910,812,550,946,726,252,746,121,230,192,180,155,568,187,379,1006,744,500,444,446,868,1604,25,611,605,702,704,701,701,22,545,1499,790,447,899,65.30612245,-0.306423783,0.348487437,-0.134079278,2
2027,Female,53,Minneapolis MN,Midwest,White Collar,12,0,0.5,<undefined>,NaN,<undefined>,,1625.6,86.16780045,Single,52500,8,NaN,NaN,NaN,20,20,40,559,238,193,509,786,593,316,379,126,1117,888,650,993,738,218,734,113,243,170,186,147,558,191,489,1278,895,507,419,496,828,1614,21,634,593,781.3,779,781,784,25,797,1670,964,460,1027,82.0861678,0.004435762,1.336226344,-0.997293591,5
2028,Female,25,Minneapolis MN,Midwest,White Collar,16,0,5,Economy,1992,Sedan,White,1701.8,60.31746032,Single,25000,7,NaN,NaN,NaN,8,10,34,559,222,191,502,795,604,311,372,124,895,728,588,864,775,223,745,112,225,178,177,140,536,186,408,1013,824,523,427,409,865,1675,17,557,557,768,774,766,764,15,650,1507,724,372,1014,59.63718821,0.938758016,-0.345839709,-0.086105742,3
2029,Female,23,Minneapolis MN,Midwest,,16,0,2.5,Economy,1995,Sedan,White,1727.2,77.09750567,Single,37500,9,NaN,NaN,NaN,12,14,36,592,272,176,495,802,626,319,409,133,1015,867,649,970,800,256,773,129,241,184,187,144,568,193,467,1163,864,537,452,433,884,1708,28,698,678,769,769,774,764,26,654,1634,880,426,1073,82.53968254,0.636464357,-0.862301707,2.416927099,2
2030,Female,22,Minneapolis MN,Midwest,,14,0,2.5,Economy,1995,Sedan,White,1778,71.20181406,Single,NaN,9.5,NaN,NaN,NaN,10,10,38,623,252,207,528,809,602,321,398,142,938,790,601,954,790,280,860,114,250,208,192,152,553,190,400,1046,823,531,442,439,975,1768,13,597,600,762.6,764,766,758,19,675,1657,782,425,1038,70.97505669,1.207305312,-1.178380966,0.998292446,2
2031,Female,43,Minneapolis MN,Midwest,White Collar,18,2,10,Luxury,1993,Sedan,White,1651,60.31746032,Married,150000,7.5,NaN,NaN,NaN,6,6,36,560,237,182,490,749,567,308,366,127,920,788,589,887,774,227,753,119,239,198,181,156,559,188,346,918,794,517,417,406,860,1649,15,555,564,734,732,732,738,14,609,1470,790,374,1007,59.63718821,0.359609812,-0.033298749,-0.47362408,3
2032,Male,46,Minneapolis MN,South,Blue Collar,14,2,8,Economy,1998,Sedan,Black,1778,72.56235828,Single,NaN,9,42,32,NaN,NaN,NaN,NaN,553,272,207,544,873,666,337,440,147,906,NaN,621,932,804,179,751,135,287,227,212,163,595,208,350,934,901,563,468,489,857,1715,18,550,549,818,814,803,837,9,670,1648,854,416,1059,73.24263039,-1.001259208,-0.811712444,0,NaN
2033,Female,57,Minneapolis MN,Midwest,White Collar,14,1,8,Economy,1994,Sedan,White,1600.2,56.6893424,Married,70000,7,NaN,NaN,NaN,10,8,36,536,228,190,504,753,563,314,396,133,914,748,575,871,609,207,745,101,221,175,176,137,528,174,379,973,749,482,424,416,850,1593,21,550,545,727,722,731,728,23,700,1484,690,329,986,58.50340136,-0.820149183,0.047714375,0.74696064,2
2034,Female,48,Minneapolis MN,Midwest,White Collar,18,2,5,Economy,1994,Non-sedan,White,1574.8,54.42176871,Married,90000,7.5,NaN,NaN,NaN,12,8,36,552,240,192,486,753,561,294,388,132,893,762,540,885,720,228,733,112,228,183,181,147,527,179,358,942,877,483,412,414,836,1571,16,560,567,703.6,706,701,704,15,674,1485,692,353,980,57.36961451,-0.827100873,-0.094933599,-0.809601367,2
2035,Male,40,Minneapolis MN,South,Management,16,3,8,Luxury,1999,Non-sedan,White,1816.1,90.70294785,Married,90000,10.5,46,36,33,NaN,NaN,NaN,616,282,210,562,866,656,352,488,148,1168,NaN,630,1159,797,255,821,114,282,212,198,158,575,202,396,1088,901,569,467,546,943,1795,21.5,630,653,833.3,845,830,825,2,672,1735,960,461,1070,97.7324263,0.422910124,0.396850467,0,NaN
2036,Female,35,Minneapolis MN,Midwest,White Collar,14,3,5,Luxury,1999,Non-sedan,White,1701.8,61.2244898,Married,90000,8.5,NaN,NaN,NaN,6,4,36,593,243,200,510,779,579,310,375,128,949,773,587,896,778,259,791,119,242,184,182,144,542,185,400,NaN,NaN,515,394,419,891,1683,14,601,607,729.6,722,732,735,17,708,1598,666,375,1052,63.71882086,0.648667395,-0.638706744,-0.397296965,3
2037,Female,49,Minneapolis MN,Midwest,White Collar,18,2,0.5,Economy,1993,Non-sedan,White,1752.6,77.09750567,Married,150000,9.5,NaN,NaN,NaN,NaN,NaN,38,585,246,209,541,827,618,332,398,136,1021,827,622,985,819,231,802,115,242,185,180,152,568,196,412,1071,902,547,432,436,922,1768,30,612,608,802,802,801,803,20.5,749,1634,849,378,1113,77.77777778,1.513187289,-0.181564391,-1.028857827,3
2038,Female,28,Minneapolis MN,Midwest,,16,0,2.5,Economy,1998,Sedan,White,1625.6,53.06122449,Single,7500,7,NaN,NaN,NaN,6,6,34,552,227,182,487,765,583,305,335,124,851,706,562,828,750,229,741,122,228,170,174,144,558,196,349,914,714,498,390,405,853,1628,9.5,524,518,735,730,736,739,11,674,1484,646,342,1009,53.28798186,-0.239911735,-0.960303903,-0.023330556,2
2039,Female,53,Minneapolis MN,Midwest,White Collar,16,2,5,Economy,1987,Non-sedan,White,1651,64.39909297,Married,52500,7.5,NaN,NaN,NaN,12,10,34,566,236,197,512,781,584,315,382,131,928,751,574,928,732,231,753,118,215,176,184,146,562,199,382,1012,792,489,398,441,867,1632,13,572,578,746.3,745,752,742,22,709,1551,770,356,1017,64.85260771,-0.307739913,-0.091339163,1.004505992,3
2040,Female,40,Minneapolis MN,Midwest,White Collar,18,1,2.5,Economy,1998,Sedan,White,1625.6,75.73696145,Married,150000,7,NaN,NaN,NaN,16,16,38,581,232,199,495,737,538,296,435,132,1100,860,580,996,689,280,767,118,223,168,168,147,534,181,434,1108,783,472,398,449,865,1591,35.5,650,679,695,690,697,698,33,708,1653,833,411,934,76.19047619,-0.41716975,1.197523475,-0.39944157,4
2041,Female,45,Minneapolis MN,Midwest,Blue Collar,14,1,8,Economy,1990,Sedan,White,1727.2,65.75963719,Married,70000,8.5,NaN,NaN,NaN,9,8,36,570,238,192,513,776,584,321,358,127,933,774,570,898,768,227,797,107,236,179,180,144,541,182,401,1015,792,507,416,430,908,1697,19.5,606,607,742.3,735,748,744,23.5,668,1544,764,385,1025,65.75963719,0.765423954,-0.005272286,-0.709819317,3
2042,Female,20,Minneapolis MN,Midwest,,14,0,0.5,<undefined>,NaN,<undefined>,White,1587.5,43.53741497,Single,NaN,6.5,NaN,NaN,NaN,4,4,32,539,212,176,468,723,547,292,301,128,799,660,553,766,737,239,727,100,218,157,162,146,536,180,323,852,783,477,362,362,829,1589,7,479,480,679.6,674,679,686,12,616,1436,584,344,975,43.99092971,-0.346103817,-0.58788538,-0.639045954,2
2043,Male,22,Minneapolis MN,Midwest,White Collar,14,0,0.5,Luxury,1992,<undefined>,White,1752.6,72.56235828,Single,12500,10.5,NaN,32,30,NaN,NaN,NaN,576,269,215,544,838,623,329,442,138,966,NaN,590,988,737,231,807,121,269,211,201,155,583,203,367,1018,853,540,431,487,916,1715,11,589,609,789,795,785,787,7,655,1621,841,425,1007,73.46938776,-0.804983377,0.311316252,0,NaN
2044,Male,49,Minneapolis MN,Midwest,White Collar,16,2,0.5,Economy,1996,Sedan,White,1752.6,92.97052154,Divorced/Widowed,52500,9.5,46,40,31,NaN,NaN,NaN,598,274,207,556,855,648,349,460,155,1093,NaN,640,1091,770,229,791,121,252,216,212,163,572,193,436,1130,860,557,463,501,910,1766,33.5,649,663,814.6,810,820,814,18,727,1766,1094,457,1059,96.37188209,0.418996215,0.357643247,0,NaN
2045,Female,49,Minneapolis MN,Midwest,Management,14,2,2.5,Luxury,1993,Sedan,White,1612.9,68.02721088,Divorced/Widowed,70000,7.5,NaN,NaN,NaN,12,12,36,564,231,197,491,732,535,294,393,128,996,814,583,943,705,268,748,115,237,159,177,141,535,184,435,1093,792,473,407,446,841,1596,24.5,631,625,691.3,690,689,695,33,718,1604,771,390,969,70.06802721,-0.108715542,0.674331307,0.872449696,3
2046,Female,38,Minneapolis MN,Midwest,White Collar,16,0,5,Economy,1990,Sedan,White,1689.1,58.04988662,Single,12500,8,NaN,NaN,NaN,8,8,36,574,230,195,504,778,583,309,350,131,865,742,582,844,779,240,786,116,235,181,191,145,571,198,380,1006,799,505,420,413,895,1698,12,564,570,735,735,733,737,22,672,1528,666,347,1043,59.18367347,0.850980163,-0.355874866,-1.624026656,2
2047,Female,49,Minneapolis MN,Midwest,White Collar,16,0,0.5,Economy,1991,Sedan,White,1549.4,60.77097506,Divorced/Widowed,52500,6,NaN,NaN,NaN,8,12,38,549,227,185,479,726,541,294,338,131,918,775,560,873,675,227,736,105,218,172,171,148,525,176,405,1051,740,455,385,405,852,1558,27.5,578,599,699.3,698,698,702,23.5,744,1533,719,325,950,60.09070295,-0.80872792,0.26867038,0.76213944,2
2048,Female,64,Minneapolis MN,Midwest,,14,2,0.5,Luxury,1995,Sedan,White,1625.6,73.92290249,Married,70000,8.5,NaN,NaN,NaN,14,14,34,559,245,190,503,770,580,313,379,134,1031,847,571,966,711,226,738,116,243,192,179,144,544,186,419,1091,890,493,399,426,858,1613,20.5,615,617,732.6,732,737,729,34,740,1603,830,384,991,73.46938776,-0.045619357,-0.003311835,0.759938478,5
2049,Female,43,Minneapolis MN,West,White Collar,21,2,2.5,Economy,1989,Non-sedan,White,1600.2,58.9569161,Married,90000,8,NaN,NaN,NaN,12,14,36,512,241,208,531,797,589,323,345,131,945,778,562,885,752,169,712,112,242,172,172,143,547,189,338,943,890,508,404,424,819,1608,23.5,510,511,737,750,734,727,19,644,1465,794,341,996,56.23582766,-0.783596277,-1.145789385,0.282961071,1
2050,Male,59,Minneapolis MN,Midwest,,14,3,NaN,<undefined>,NaN,<undefined>,Black,1625.6,59.41043084,Divorced/Widowed,7500,9,38,31,30,NaN,NaN,NaN,563,261,181,477,751,570,296,382,134,906,NaN,563,899,716,241,722,120,245,195,187,153,550,195,342,911,804,505,413,407,838,1614,9.5,501,511,722.6,737,715,716,7,647,1539,792,355,969,58.50340136,-1.546361089,0.254201084,0,NaN
2051,Female,55,Minneapolis MN,Midwest,White Collar,18,0,2.5,Economy,1994,Sedan,White,1701.8,78.00453515,Single,37500,10,NaN,NaN,NaN,16,16,36,579,251,192,529,821,629,337,446,145,1050,857,617,1036,801,214,775,121,262,197,193,153,558,184,474,1181,869,546,467,461,884,1701,15,695,654,766.6,772,766,762,22,777,1655,802,363,1088,82.0861678,1.127969623,0.156883717,-1.137191296,2
2052,Male,51,Minneapolis MN,Midwest,White Collar,18,2,8,Economy,1996,Sedan,White,1778,68.93424036,Married,70000,8.5,38,31,31,NaN,NaN,NaN,620,248,198,523,813,615,325,434,142,919,NaN,607,936,791,256,783,117,255,196,197,154,588,203,354,952,877,539,453,461,906,1756,9,562,558,797.3,793,801,798,7,585,1691,804,470,1006,70.06802721,0.260008782,0.104269706,0,NaN
2053,Male,45,Minneapolis MN,South,Management,16,0,10,<undefined>,1994,Sedan,White,1778,72.56235828,Married,52500,11,40,34,30,NaN,NaN,NaN,618,251,215,557,853,638,342,446,139,948,NaN,607,990,797,253,828,123,279,207,203,153,571,201,373,968,878,539,471,484,949,1779,11,531,553,799.6,813,792,794,6,620,1664,822,438,1026,70.74829932,-0.539069891,-0.653999925,0,NaN
2054,Female,52,Minneapolis MN,Midwest,White Collar,18,0,5,Economy,1991,Sedan,White,1701.8,72.10884354,Married,150000,8,NaN,NaN,NaN,10,14,36,584,233,203,517,806,603,314,385,132,971,828,603,981,753,240,781,103,241,192,183,147,554,190,424,1084,834,520,437,444,896,1688,24,628,621,776,778,772,778,22,739,1657,818,395,1034,72.56235828,1.039241314,0.031555414,0.319001794,2
2055,Male,55,Minneapolis MN,Midwest,Management,16,1,5,Economy,1998,Sedan,White,1778,84.80725624,Married,90000,10,42,38,31,NaN,NaN,NaN,617,261,197,537,818,621,340,434,144,1012,NaN,616,1035,777,249,821,119,262,209,200,148,578,203,379,1022,896,537,484,471,932,1759,22,604,529,810.3,815,818,798,13,684,1709,927,424,1039,83.21995465,0.378655612,0.535439789,0,NaN
2056,Female,38,Minneapolis MN,Midwest,,16,0,2.5,Economy,1990,Sedan,White,1524,70.29478458,Married,NaN,7.5,NaN,NaN,NaN,14,14,36,552,238,185,474,730,545,289,386,128,1037,839,569,1025,682,254,730,116,234,188,169,144,552,188,420,1092,764,483,444,459,840,1555,30,641,610,693.6,693,693,695,34,712,1561,891,344,964,71.6553288,-0.63821727,0.653805435,-0.103835084,2
2057,Female,63,Minneapolis MN,Midwest,,18,2,2.5,Economy,1991,Sedan,White,1651,65.75963719,Married,90000,8,NaN,NaN,NaN,12,14,36,539,225,192,527,806,614,335,408,129,983,778,611,958,794,180,707,106,232,188,185,151,547,188,401,1021,875,541,407,417,820,1642,13,594,555,787.3,795,781,786,27,711,1553,794,328,1075,66.21315193,-0.176133126,-0.222537577,0.960910976,3
2058,Male,31,Minneapolis MN,Midwest,White Collar,16,2,2.5,Economy,1996,Non-sedan,White,1790.7,70.29478458,Married,37500,11,40,32,32,NaN,NaN,NaN,592,273,207,563,867,660,356,434,138,949,NaN,629,1005,837,211,813,120,270,208,204,151,585,210,351,938,924,557,479,489,910,1781,9,521,518,815.6,816,817,814,7.5,622,1636,790,405,1066,68.70748299,-0.608342111,-1.064400554,0,NaN
2059,Female,36,Minneapolis MN,Midwest,White Collar,16,0,8,Economy,1990,Sedan,White,1676.4,86.16780045,Single,25000,9.5,NaN,NaN,NaN,14,16,38,573,270,206,520,793,587,314,453,135,1048,876,595,1032,759,249,778,124,252,184,183,145,554,188,441,1145,917,529,444,463,886,1673,22,645,651,765,754,788,753,31,689,1627,915,403,1013,85.94104308,0.519925296,-0.201204255,2.19610858,2
2060,Female,48,Minneapolis MN,Midwest,White Collar,18,0,2.5,Economy,1991,Non-sedan,White,1574.8,83.44671202,Married,70000,7,NaN,NaN,NaN,18,18,40,569,250,207,501,763,556,294,464,132,1108,887,571,1072,697,252,761,121,229,178,177,144,556,193,446,1174,867,476,449,475,867,1575,40,671,645,724.6,739,701,734,41,779,1659,943,392,954,84.12698413,-0.77533406,1.292773724,0.115909532,3
2061,Female,48,Minneapolis MN,Midwest,Management,18,2,5,Economy,1991,Sedan,White,1625.6,63.49206349,Married,90000,6,NaN,NaN,NaN,10,10,34,559,235,188,489,750,562,301,387,125,990,802,594,952,754,236,740,110,230,180,183,144,532,185,386,1026,797,511,427,419,850,1627,9,589,559,722.6,726,727,715,20,733,1544,748,312,1014,64.39909297,0.121638492,0.694343388,0.890596926,3
2062,Female,33,Minneapolis MN,Midwest,White Collar,21,0,0.5,Economy,1995,Sedan,White,1701.8,61.2244898,Married,25000,8,NaN,NaN,NaN,9,10,34,604,253,188,492,758,570,304,385,135,910,775,570,902,777,281,791,109,243,177,186,143,558,191,410,1006,792,531,426,440,906,1697,20,584,595,725.6,721,723,733,28,707,1566,732,332,1038,64.39909297,0.848584175,0.085337229,1.019170642,2
2063,Male,33,Minneapolis MN,Midwest,White Collar,16,0,5,Economy,1990,Sedan,White,1701.8,68.02721088,Married,25000,9,38,32,30,NaN,NaN,NaN,588,262,199,526,805,606,327,424,135,931,NaN,578,964,759,236,787,121,259,204,187,149,548,191,362,948,792,530,457,456,901,1689,10,588,599,771.6,769,772,774,8,624,1648,810,448,984,70.97505669,-1.094051123,-0.353823334,0,NaN
2064,Female,43,Minneapolis MN,Midwest,,14,2,2.5,Economy,1988,Sedan,White,1663.7,68.02721088,Married,52500,8.5,NaN,NaN,NaN,10,10,36,580,259,191,505,772,581,314,365,133,890,757,606,879,757,258,784,111,243,189,189,147,552,188,446,1104,799,524,417,412,897,1666,11,638,628,725,724,725,726,22,758,1588,644,326,1049,68.70748299,0.272621274,-0.031478867,0.491197079,2
2065,Female,26,Minneapolis MN,Midwest,Service,16,0,10,Economy,1995,Sedan,White,1727.2,69.3877551,Married,70000,8.5,NaN,NaN,NaN,10,10,34,615,239,201,508,791,590,307,380,128,978,819,575,949,739,282,825,123,230,187,180,143,557,196,403,1094,791,515,410,444,936,1697,10,612,614,749,745,753,749,9,721,1644,737,406,1008,70.97505669,0.37731725,-0.236611307,-0.28753975,3
2066,Male,63,Minneapolis MN,Midwest,Service,14,3,NaN,Luxury,1999,Sedan,White,1828.8,104.30839,Married,150000,11,46,40,30,NaN,NaN,NaN,602,298,216,576,896,680,360,515,153,1208,NaN,655,1183,771,207,810,142,279,221,197,159,595,207,421,1140,914,586,470,522,908,1783,23.5,622,655,848.6,843,855,848,11.5,630,1805,1083,469,1034,104.0816327,-0.250638545,0.534258842,0,NaN
2067,Female,29,Minneapolis MN,Midwest,Service,16,0,2.5,Economy,1996,Sedan,Black,1524,72.10884354,Single,12500,8,NaN,NaN,NaN,12,12,32,543,238,179,460,699,520,281,394,147,969,795,553,980,701,251,708,120,234,181,176,159,582,199,416,1077,703,462,408,453,814,1511,36,674,674,670.6,670,667,675,30,690,1555,838,372,914,69.84126984,-1.197660446,1.130939603,0.593671441,1
2068,Female,40,Minneapolis MN,Midwest,Service,16,0,5,Economy,1991,Sedan,White,1727.2,68.48072562,Single,37500,11,NaN,NaN,NaN,10,10,36,580,243,203,536,830,627,333,365,135,974,755,595,890,815,231,771,123,252,184,194,146,556,192,390,1012,962,549,390,418,880,1725,20,595,594,779.6,793,778,768,19.5,659,1551,739,395,1072,68.48072562,1.117047071,-0.828373492,0.473134577,5
2069,Female,62,Minneapolis MN,Midwest,Service,16,3,5,Economy,1991,Non-sedan,White,1600.2,64.39909297,Married,NaN,8,NaN,NaN,NaN,6,10,32,551,230,196,489,726,530,293,357,127,919,744,561,869,697,243,762,118,222,180,182,139,546,191,410,1041,760,472,408,413,870,1584,13,603,602,686.6,684,690,686,29,722,1550,739,369,970,65.07936508,-0.621863484,0.329835504,-0.178654715,4
